Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[353]    0.0    0.00    0.00    1998         float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<float>::param_type const&) [353]
                0.00    0.00    3996/3996        std::uniform_real_distribution<float>::param_type::a() const [337]
                0.00    0.00    1998/1998        std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, float>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [354]
                0.00    0.00    1998/1998        std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, float>::operator()() [355]
                0.00    0.00    1998/1998        std::uniform_real_distribution<float>::param_type::b() const [349]
-----------------------------------------------
                0.00    0.00    1998/1998        float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<float>::param_type const&) [353]
[354]    0.0    0.00    0.00    1998         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, float>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [354]
-----------------------------------------------
                0.00    0.00    1998/1998        float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<float>::param_type const&) [353]
[355]    0.0    0.00    0.00    1998         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, float>::operator()() [355]
                0.00    0.00    1998/1998        float std::generate_canonical<float, 24ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [356]
-----------------------------------------------
                0.00    0.00    1998/1998        std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, float>::operator()() [355]
[356]    0.0    0.00    0.00    1998         float std::generate_canonical<float, 24ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [356]
                0.00    0.00    3996/3996        std::log(long double) [338]
                0.00    0.00    1998/64314       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [311]
                0.00    0.00    1998/1998        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [350]
                0.00    0.00    1998/1998        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [351]
-----------------------------------------------
                0.00    0.00    1998/1998        Particle::uniform_disc(int) [135]
[357]    0.0    0.00    0.00    1998         std::cos(float) [357]
-----------------------------------------------
                0.00    0.00    1998/1998        Particle::uniform_disc(int) [135]
[358]    0.0    0.00    0.00    1998         std::sin(float) [358]
-----------------------------------------------
                0.00    0.00    1996/1996        std::thread::joinable() const [348]
[359]    0.0    0.00    0.00    1996         std::operator==(std::thread::id, std::thread::id) [359]
-----------------------------------------------
                0.00    0.00    1845/1845        std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&) [417]
[360]    0.0    0.00    0.00    1845         std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&) [360]
-----------------------------------------------
                0.00    0.00     620/1745        void std::__relocate_object_a<std::thread, std::thread, std::allocator<std::thread> >(std::thread*, std::thread*, std::allocator<std::thread>&) [411]
                0.00    0.00    1125/1745        void std::_Destroy<std::thread>(std::thread*) [379]
[361]    0.0    0.00    0.00    1745         std::thread::~thread() [361]
                0.00    0.00    1748/2010        std::thread::joinable() const [348]
-----------------------------------------------
                0.00    0.00       8/1708        void std::vector<LiveText, std::allocator<LiveText> >::_M_realloc_insert<LiveText const&>(__gnu_cxx::__normal_iterator<LiveText*, std::vector<LiveText, std::allocator<LiveText> > >, LiveText const&) [191]
                0.00    0.00       8/1708        __gnu_cxx::__normal_iterator<LiveText*, std::vector<LiveText, std::allocator<LiveText> > >::difference_type __gnu_cxx::operator-<LiveText*, std::vector<LiveText, std::allocator<LiveText> > >(__gnu_cxx::__normal_iterator<LiveText*, std::vector<LiveText, std::allocator<LiveText> > > const&, __gnu_cxx::__normal_iterator<LiveText*, std::vector<LiveText, std::allocator<LiveText> > > const&) [732]
                0.00    0.00    1692/1708        bool __gnu_cxx::operator!=<LiveText*, std::vector<LiveText, std::allocator<LiveText> > >(__gnu_cxx::__normal_iterator<LiveText*, std::vector<LiveText, std::allocator<LiveText> > > const&, __gnu_cxx::__normal_iterator<LiveText*, std::vector<LiveText, std::allocator<LiveText> > > const&) [390]
[362]    0.0    0.00    0.00    1708         __gnu_cxx::__normal_iterator<LiveText*, std::vector<LiveText, std::allocator<LiveText> > >::base() const [362]
-----------------------------------------------
                0.00    0.00    1426/1426        std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [364]
[363]    0.0    0.00    0.00    1426         std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&) [363]
-----------------------------------------------
                0.00    0.00    1416/1416        std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [366]
[364]    0.0    0.00    0.00    1416         std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [364]
                0.00    0.00    1426/1426        std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&) [363]
-----------------------------------------------
                0.00    0.00     639/1405        std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr() [407]
                0.00    0.00     766/1405        std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::__uniq_ptr_impl(std::thread::_State*) [398]
[365]    0.0    0.00    0.00    1405         std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr() [365]
                0.00    0.00    1401/1401        std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [367]
-----------------------------------------------
                0.00    0.00    1402/1402        std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [367]
[366]    0.0    0.00    0.00    1402         std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [366]
                0.00    0.00    1416/1416        std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [364]
-----------------------------------------------
                0.00    0.00    1401/1401        std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr() [365]
[367]    0.0    0.00    0.00    1401         std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [367]
                0.00    0.00    1402/1402        std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [366]
-----------------------------------------------
                0.00    0.00     165/1258        CollisionGrid::checkCollisionsInGrid() [82]
                0.00    0.00     195/1258        QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&) [617]
                0.00    0.00     252/1258        Node::_insert(std::vector<Particle, std::allocator<Particle> >&) [615]
                0.00    0.00     646/1258        std::vector<std::thread, std::allocator<std::thread> >::back() [409]
[368]    0.0    0.00    0.00    1258         __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator*() const [368]
-----------------------------------------------
                0.00    0.00      59/1243        std::vector<Particle, std::allocator<Particle> >::begin() const [575]
                0.00    0.00      59/1243        std::vector<Particle, std::allocator<Particle> >::end() const [574]
                0.00    0.00    1125/1243        std::vector<Particle, std::allocator<Particle> >::cbegin() const [378]
[369]    0.0    0.00    0.00    1243         __gnu_cxx::__normal_iterator<Particle const*, std::vector<Particle, std::allocator<Particle> > >::__normal_iterator(Particle const* const&) [369]
-----------------------------------------------
                0.00    0.00    1231/1231        void std::__relocate_object_a<std::thread, std::thread, std::allocator<std::thread> >(std::thread*, std::thread*, std::allocator<std::thread>&) [411]
[370]    0.0    0.00    0.00    1231         std::thread&& std::forward<std::thread>(std::remove_reference<std::thread>::type&) [370]
-----------------------------------------------
                0.00    0.00       1/1203        CollisionGrid::initialize() [73]
                0.00    0.00       1/1203        std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > const&) [846]
                0.00    0.00     600/1203        std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >::vector(std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > const&) [68]
                0.00    0.00     601/1203        std::_Vector_base<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >::_Vector_impl::~_Vector_impl() [423]
[371]    0.0    0.00    0.00    1203         std::__new_allocator<std::vector<Particle*, std::allocator<Particle*> > >::~__new_allocator() [371]
-----------------------------------------------
                0.00    0.00       1/1202        std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >::_M_default_initialize(unsigned long) [847]
                0.00    0.00     600/1202        std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >::vector(std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > const&) [68]
                0.00    0.00     601/1202        std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >::~vector() [431]
