Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     453/4929        std::_Tuple_impl<1ul, unsigned long, unsigned long>::_Tuple_impl<unsigned long&, unsigned long&, void>(unsigned long&, unsigned long&) [494]
                0.00    0.00     454/4929        std::tuple<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}, unsigned long, unsigned long>::tuple<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&, true, true>(QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&) [498]
                0.00    0.00     673/4929        std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&>(QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&) [500]
                0.00    0.00     944/4929        void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&) [509]
[333]    0.0    0.00    0.00    4929         unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [333]
-----------------------------------------------
                0.00    0.00     211/4763        std::_Tuple_impl<2ul, int>::_Tuple_impl<int&>(int&) [505]
                0.00    0.00     217/4763        std::_Head_base<1ul, int, false>::_Head_base<int&>(int&) [502]
                0.00    0.00     218/4763        std::_Head_base<2ul, int, false>::_Head_base<int&>(int&) [501]
                0.00    0.00     419/4763        std::thread::thread<CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&, void>(CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&) [105]
                0.00    0.00     419/4763        std::thread::_Invoker<std::tuple<CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}, int, int> >::_Invoker<CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&>(CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&) [111]
                0.00    0.00     420/4763        std::tuple<CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}, int, int>::tuple<CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&, true, true>(CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&) [126]
                0.00    0.00     421/4763        std::thread::_State_impl<std::thread::_Invoker<std::tuple<CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}, int, int> > >::_State_impl<CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&>(CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&) [108]
                0.00    0.00     425/4763        std::_Tuple_impl<0ul, CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}, int, int>::_Tuple_impl<CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&, void>(CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&) [133]
                0.00    0.00     433/4763        std::_Tuple_impl<1ul, int, int>::_Tuple_impl<int&, int&, void>(int&, int&) [504]
                0.00    0.00     628/4763        std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&>(CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&) [81]
                0.00    0.00     952/4763        void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&) [87]
[334]    0.0    0.00    0.00    4763         int& std::forward<int&>(std::remove_reference<int&>::type&) [334]
-----------------------------------------------
                0.00    0.00      24/4468        __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > std::vector<Particle, std::allocator<Particle> >::insert<__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, void>(__gnu_cxx::__normal_iterator<Particle const*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >) [140]
                0.00    0.00    1113/4468        std::vector<Particle, std::allocator<Particle> >::erase(__gnu_cxx::__normal_iterator<Particle const*, std::vector<Particle, std::allocator<Particle> > >) [42]
                0.00    0.00    1113/4468        __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, Particle*>(__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, Particle*) [380]
                0.00    0.00    2218/4468        std::vector<Particle, std::allocator<Particle> >::_M_erase(__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >) [52]
[335]    0.0    0.00    0.00    4468         __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >::operator+(long) const [335]
                0.00    0.00    4468/385646      __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >::__normal_iterator(Particle* const&) [255]
-----------------------------------------------
                0.00    0.00      24/4452        __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > >(__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >) [698]
                0.00    0.00    1113/4452        __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, Particle*>(__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, Particle*) [380]
                0.00    0.00    3315/4452        __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > std::__copy_move_a<true, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > >(__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >) [54]
[336]    0.0    0.00    0.00    4452         Particle* std::__niter_base<Particle*, std::vector<Particle, std::allocator<Particle> > >(__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >) [336]
                0.00    0.00    4452/887699      __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >::base() const [222]
-----------------------------------------------
                0.00    0.00    3996/3996        float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<float>::param_type const&) [353]
[337]    0.0    0.00    0.00    3996         std::uniform_real_distribution<float>::param_type::a() const [337]
-----------------------------------------------
                0.00    0.00    3996/3996        float std::generate_canonical<float, 24ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [356]
[338]    0.0    0.00    0.00    3996         std::log(long double) [338]
-----------------------------------------------
                0.00    0.00     252/3882        std::__invoke_result<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>::type std::__invoke<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>(Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&&) [22]
                0.00    0.00     254/3882        void std::__invoke_impl<void, Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>(std::__invoke_other, Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&&) [23]
                0.00    0.00     258/3882        std::tuple_element<0ul, std::tuple<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}> >::type&& std::get<0ul, Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>(std::tuple<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>&&) [486]
                0.00    0.00     322/3882        std::_Head_base<0ul, Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}, false>::_Head_base<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>(Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&&) [472]
                0.00    0.00     324/3882        std::thread::_Invoker<std::tuple<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}> >::_Invoker<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>(Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&&) [471]
                0.00    0.00     326/3882        std::thread::thread<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}, , void>(Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&&) [477]
                0.00    0.00     326/3882        std::tuple<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>::tuple<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}, true, true>(Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&&) [476]
                0.00    0.00     327/3882        std::thread::_State_impl<std::thread::_Invoker<std::tuple<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}> > >::_State_impl<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>(Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&&) [478]
                0.00    0.00     330/3882        std::_Tuple_impl<0ul, Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>::_Tuple_impl<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>(Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&&) [475]
                0.00    0.00     556/3882        void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&&) [507]
                0.00    0.00     607/3882        std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>(Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&&) [470]
[339]    0.0    0.00    0.00    3882         Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&& std::forward<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>(std::remove_reference<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>::type&) [339]
-----------------------------------------------
                0.00    0.00     279/3452        void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&) [509]
                0.00    0.00     289/3452        void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&) [87]
                0.00    0.00     351/3452        void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&&) [507]
                0.00    0.00    1018/3452        __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::difference_type __gnu_cxx::operator-<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&) [449]
                0.00    0.00    1515/3452        bool __gnu_cxx::operator!=<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&) [405]
[340]    0.0    0.00    0.00    3452         __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::base() const [340]
-----------------------------------------------
                0.00    0.00     213/3378        std::thread::thread<CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&, void>(CollisionGrid::checkCollisionsInGrid()::{lambda(int, int)#1}&, int&, int&) [105]
                0.00    0.00     214/3378        std::thread::thread<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&, void>(QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&) [497]
                0.00    0.00     326/3378        std::thread::thread<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}, , void>(Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&&) [477]
                0.00    0.00     624/3378        std::thread::thread(std::thread&&) [410]
                0.00    0.00    2001/3378        std::thread::joinable() const [348]
[341]    0.0    0.00    0.00    3378         std::thread::id::id() [341]
-----------------------------------------------
                0.00    0.00     627/2976        void std::__relocate_object_a<std::thread, std::thread, std::allocator<std::thread> >(std::thread*, std::thread*, std::allocator<std::thread>&) [411]
                0.00    0.00    1125/2976        void std::_Destroy_aux<false>::__destroy<std::thread*>(std::thread*, std::thread*) [510]
                0.00    0.00    1224/2976        std::thread* std::__relocate_a_1<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&) [388]
[342]    0.0    0.00    0.00    2976         std::thread* std::__addressof<std::thread>(std::thread&) [342]
-----------------------------------------------
                0.00    0.00    2767/2767        std::thread* std::__relocate_a<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&) [389]
[343]    0.0    0.00    0.00    2767         std::thread* std::__niter_base<std::thread*>(std::thread*) [343]
-----------------------------------------------
                0.00    0.00     549/2380        std::vector<std::thread, std::allocator<std::thread> >::begin() [444]
                0.00    0.00     640/2380        __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator-(long) const [408]
                0.00    0.00    1191/2380        std::vector<std::thread, std::allocator<std::thread> >::end() [375]
[344]    0.0    0.00    0.00    2380         __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::__normal_iterator(std::thread* const&) [344]
-----------------------------------------------
                0.00    0.00      16/2226        __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > std::copy<__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > >(__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >) [701]
                0.00    0.00    2210/2226        __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > std::move<__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > >(__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >) [57]
[345]    0.0    0.00    0.00    2226         __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > std::__miter_base<__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > >(__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >) [345]
-----------------------------------------------
                0.00    0.00     216/2150        std::thread::thread<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&, void>(QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&) [497]
                0.00    0.00     219/2150        std::thread::_State_impl<std::thread::_Invoker<std::tuple<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}, unsigned long, unsigned long> > >::_State_impl<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&>(QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&) [503]
                0.00    0.00     222/2150        std::_Tuple_impl<0ul, QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}, unsigned long, unsigned long>::_Tuple_impl<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&, void>(QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&) [496]
                0.00    0.00     223/2150        std::thread::_Invoker<std::tuple<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}, unsigned long, unsigned long> >::_Invoker<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&>(QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&) [499]
                0.00    0.00     223/2150        std::_Head_base<0ul, QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}, false>::_Head_base<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&>(QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&) [495]
                0.00    0.00     232/2150        std::tuple<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}, unsigned long, unsigned long>::tuple<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&, true, true>(QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&) [498]
                0.00    0.00     342/2150        std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&>(QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&) [500]
                0.00    0.00     473/2150        void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&, unsigned long&, unsigned long&) [509]
[346]    0.0    0.00    0.00    2150         QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}& std::forward<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&>(std::remove_reference<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&>::type&) [346]
-----------------------------------------------
                0.00    0.00    2038/2038        std::vector<std::thread, std::allocator<std::thread> >::_M_check_len(unsigned long, char const*) const [447]
[347]    0.0    0.00    0.00    2038         std::vector<std::thread, std::allocator<std::thread> >::size() const [347]
-----------------------------------------------
                0.00    0.00     262/2010        Node::_insert(std::vector<Particle, std::allocator<Particle> >&) [615]
                0.00    0.00    1748/2010        std::thread::~thread() [361]
[348]    0.0    0.00    0.00    2010         std::thread::joinable() const [348]
                0.00    0.00    2001/3378        std::thread::id::id() [341]
                0.00    0.00    1996/1996        std::operator==(std::thread::id, std::thread::id) [359]
-----------------------------------------------
                0.00    0.00    1998/1998        float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<float>::param_type const&) [353]
[349]    0.0    0.00    0.00    1998         std::uniform_real_distribution<float>::param_type::b() const [349]
-----------------------------------------------
                0.00    0.00    1998/1998        float std::generate_canonical<float, 24ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [356]
[350]    0.0    0.00    0.00    1998         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [350]
-----------------------------------------------
                0.00    0.00    1998/1998        float std::generate_canonical<float, 24ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [356]
[351]    0.0    0.00    0.00    1998         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [351]
                0.00    0.00       4/4           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [743]
-----------------------------------------------
                0.00    0.00    1998/1998        Particle::uniform_disc(int) [135]
[352]    0.0    0.00    0.00    1998         float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [352]
                0.00    0.00    1998/1998        float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<float>::param_type const&) [353]
-----------------------------------------------
                0.00    0.00    1998/1998        float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [352]
